wasm-bindgen-macro-support	0.2.122	MIT OR Apache-2.0
wasm-bindgen-shared	0.2.122	MIT OR Apache-2.0
wasm-encoder	0.244.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wasm-metadata	0.244.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wasmparser	0.244.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wayland-backend	0.3.15	MIT
wayland-client	0.31.14	MIT
wayland-csd-frame	0.3.0	MIT
wayland-cursor	0.31.14	MIT
wayland-protocols	0.32.12	MIT
wayland-protocols-experimental	20250721.0.1	MIT
wayland-protocols-misc	0.3.12	MIT
wayland-protocols-plasma	0.3.12	MIT
wayland-protocols-wlr	0.3.12	MIT
wayland-scanner	0.31.10	MIT
wayland-sys	0.31.11	MIT
web-sys	0.3.99	MIT OR Apache-2.0
web-time	1.1.0	MIT OR Apache-2.0
webbrowser	1.2.1	MIT OR Apache-2.0
webpki-roots	0.26.11	CDLA-Permissive-2.0
webpki-roots	1.0.7	CDLA-Permissive-2.0
weezl	0.1.12	MIT OR Apache-2.0
winapi-util	0.1.11	Unlicense OR MIT
windows	0.61.3	MIT OR Apache-2.0
windows	0.62.2	MIT OR Apache-2.0
windows-collections	0.2.0	MIT OR Apache-2.0
windows-collections	0.3.2	MIT OR Apache-2.0
windows-core	0.61.2	MIT OR Apache-2.0
windows-core	0.62.2	MIT OR Apache-2.0
windows-future	0.2.1	MIT OR Apache-2.0
windows-future	0.3.2	MIT OR Apache-2.0
windows-implement	0.60.2	MIT OR Apache-2.0
windows-interface	0.59.3	MIT OR Apache-2.0
windows-link	0.1.3	MIT OR Apache-2.0
windows-link	0.2.1	MIT OR Apache-2.0
windows-numerics	0.2.0	MIT OR Apache-2.0
windows-numerics	0.3.1	MIT OR Apache-2.0
windows-result	0.3.4	MIT OR Apache-2.0
windows-result	0.4.1	MIT OR Apache-2.0
windows-strings	0.4.2	MIT OR Apache-2.0
windows-strings	0.5.1	MIT OR Apache-2.0
windows-sys	0.48.0	MIT OR Apache-2.0
windows-sys	0.52.0	MIT OR Apache-2.0
windows-sys	0.59.0	MIT OR Apache-2.0
windows-sys	0.60.2	MIT OR Apache-2.0
windows-sys	0.61.2	MIT OR Apache-2.0
windows-targets	0.48.5	MIT OR Apache-2.0
windows-targets	0.52.6	MIT OR Apache-2.0
windows-targets	0.53.5	MIT OR Apache-2.0
windows-threading	0.1.0	MIT OR Apache-2.0
windows-threading	0.2.1	MIT OR Apache-2.0
windows_aarch64_gnullvm	0.48.5	MIT OR Apache-2.0
windows_aarch64_gnullvm	0.52.6	MIT OR Apache-2.0
windows_aarch64_gnullvm	0.53.1	MIT OR Apache-2.0
windows_aarch64_msvc	0.48.5	MIT OR Apache-2.0
windows_aarch64_msvc	0.52.6	MIT OR Apache-2.0
windows_aarch64_msvc	0.53.1	MIT OR Apache-2.0
windows_i686_gnu	0.48.5	MIT OR Apache-2.0
windows_i686_gnu	0.52.6	MIT OR Apache-2.0
windows_i686_gnu	0.53.1	MIT OR Apache-2.0
windows_i686_gnullvm	0.52.6	MIT OR Apache-2.0
windows_i686_gnullvm	0.53.1	MIT OR Apache-2.0
windows_i686_msvc	0.48.5	MIT OR Apache-2.0
windows_i686_msvc	0.52.6	MIT OR Apache-2.0
windows_i686_msvc	0.53.1	MIT OR Apache-2.0
windows_x86_64_gnu	0.48.5	MIT OR Apache-2.0
windows_x86_64_gnu	0.52.6	MIT OR Apache-2.0
windows_x86_64_gnu	0.53.1	MIT OR Apache-2.0
windows_x86_64_gnullvm	0.48.5	MIT OR Apache-2.0
windows_x86_64_gnullvm	0.52.6	MIT OR Apache-2.0
windows_x86_64_gnullvm	0.53.1	MIT OR Apache-2.0
windows_x86_64_msvc	0.48.5	MIT OR Apache-2.0
windows_x86_64_msvc	0.52.6	MIT OR Apache-2.0
windows_x86_64_msvc	0.53.1	MIT OR Apache-2.0
winit	0.30.13	Apache-2.0
winnow	0.7.15	MIT
winnow	1.0.3	MIT
wit-bindgen	0.51.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-bindgen	0.57.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-bindgen-core	0.51.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-bindgen-rust	0.51.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-bindgen-rust-macro	0.51.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-component	0.244.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
wit-parser	0.244.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT
write-fonts	0.45.0	MIT OR Apache-2.0
writeable	0.6.3	Unicode-3.0
x11-clipboard	0.9.3	MIT
x11-dl	2.21.0	MIT
x11rb	0.13.2	MIT OR Apache-2.0
x11rb-protocol	0.13.2	MIT OR Apache-2.0
xattr	1.6.1	MIT OR Apache-2.0
xcursor	0.3.10	MIT
xkbcommon	0.9.0	MIT
xkbcommon-dl	0.4.2	MIT
xkeysym	0.2.1	MIT OR Apache-2.0 OR Zlib
xml-rs	0.8.28	MIT
xmlwriter	0.1.0	MIT
y4m	0.8.0	MIT
yaml-rust	0.4.5	MIT/Apache-2.0
yazi	0.2.1	Apache-2.0 OR MIT
yeslogic-fontconfig-sys	6.0.1	MIT
yoke	0.8.2	Unicode-3.0
yoke-derive	0.8.2	Unicode-3.0
zbus	5.16.0	MIT
zbus-lockstep	0.5.2	MIT
zbus-lockstep-macros	0.5.2	MIT
zbus_macros	5.16.0	MIT
zbus_names	4.3.2	MIT
zbus_xml	5.1.1	MIT
zeno	0.3.3	Apache-2.0 OR MIT
zerocopy	0.8.50	BSD-2-Clause OR Apache-2.0 OR MIT
zerocopy-derive	0.8.50	BSD-2-Clause OR Apache-2.0 OR MIT
zerofrom	0.1.8	Unicode-3.0
zerofrom-derive	0.1.7	Unicode-3.0
zeroize	1.8.2	Apache-2.0 OR MIT
zerotrie	0.2.4	Unicode-3.0
zerovec	0.11.6	Unicode-3.0
zerovec-derive	0.11.3	Unicode-3.0
zmij	1.0.21	MIT
zune-core	0.5.1	MIT OR Apache-2.0 OR Zlib
zune-inflate	0.2.54	MIT OR Apache-2.0 OR Zlib
zune-jpeg	0.5.15	MIT OR Apache-2.0 OR Zlib
zvariant	5.12.0	MIT
zvariant_derive	5.12.0	MIT
zvariant_utils	3.4.0	MIT
lucide (SVG icons)	—	ISC
IBM Plex (fonts)	—	OFL-1.1
en_US dictionary (SCOWL)	—	SCOWL (permissive)
